_id,NomEmpresa,IdcClassificacaoBarragens,DatConclusaoConstrucao
7419,COOPERATIVA DE GERAÇÃO E DESENVOLVIMENTO FONTOURA XAVIER,C,2005-11-10
7420,Centrais Elétricas Salto dos Dardanelos S/A,C,1996-06-26
7421,AGROPECUÁRIA E REFLORESTADORA SÃO LUIZ LTDA,C,1990-01-30
7422,LIGHT ENERGIA S.A,B,1904-01-01
7423,LIGHT ENERGIA S.A,C,1904-01-01
7424,LIGHT ENERGIA S.A,B,1913-01-01
7425,LIGHT ENERGIA S.A,B,1908-01-01
7426,LIGHT ENERGIA S.A,B,1945-01-01
7427,LIGHT ENERGIA S.A,B,1945-01-01
7428,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1950-01-01
7429,F.D.A. GERAÇÃO DE ENERGIA ELÉTRICA S.A.,B,1980-03-01
7430,Companhia Brasileira de Alumínio,B,1957-12-31
7431,Quanta Geração S.A.,C,1961-01-01
7432,Statkraft Energias Renováveis S.A.,C,1912-12-20
7433,Companhia Brasileira de Alumínio,B,1964-06-30
7434,Companhia Brasileira de Alumínio,B,1964-06-30
7435,Companhia Brasileira de Alumínio,B,1964-06-30
7436,Companhia Brasileira de Alumínio,B,1964-06-30
7437,Aliança Geração de Energia S.A.,B,2002-05-17
7438,Furnas-Centrais Elétricas S.A.,B,1963-07-04
7439,Furnas-Centrais Elétricas S.A.,B,1963-07-04
7440,Jaguari Energética S.A.,C,1960-06-15
7441,CEMIG Geração Oeste S.A.,C,1946-06-01
7442,CELESC Geração S.A.,B,1964-01-01
7443,Chimay Empreendimentos e Participações Ltda.,C,1913-01-20
7444,RIO PRETO ENERGIAS RENOVÁVEIS LTDA.,B,1983-01-01
7445,Copel Geração E Transmissão S.A.,B,1971-08-01
7446,SÃO GERALDO ENERGÉTICA LTDA,B,2003-06-15
7447,SÃO GERALDO ENERGÉTICA LTDA,B,2003-06-15
7448,MINERAÇÃO SANTA ELINA INDÚSTRIA E COMÉRCIO S.A.,B,2002-07-01
7449,Tangará Energia S.A.,B,2002-07-01
7450,CPFL Sul Centrais Elétricas Ltda,C,1955-07-01
7451,Copel Geração E Transmissão S.A.,B,1957-01-01
7452,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1953-01-01
7453,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1953-01-01
7454,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1953-01-01
7455,Brookfield Energia Renovável Minas Gerais S.A.,C,1912-06-01
7456,ARCELORMITTAL BRASIL S.A.,B,1997-07-01
7457,SAMARCO MINERAÇÃO S.A.,B,1997-07-01
7458,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
7459,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
7460,Empresa Metropolitana de Águas e Energia S.A.,B,1926-01-01
7461,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
7462,Empresa Metropolitana de Águas e Energia S.A.,C,1930-01-01
7463,Empresa Metropolitana de Águas e Energia S.A.,B,1936-01-01
7464,Empresa Metropolitana de Águas e Energia S.A.,B,1910-01-01
7465,Empresa Metropolitana de Águas e Energia S.A.,B,1936-01-01
7466,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
7467,Empresa Metropolitana de Águas e Energia S.A.,B,1936-01-01
7468,Empresa Metropolitana de Águas e Energia S.A.,B,1934-01-01
7469,Empresa Metropolitana de Águas e Energia S.A.,B,1936-01-01
7470,Empresa Metropolitana de Águas e Energia S.A.,B,1937-01-01
7471,Empresa Metropolitana de Águas e Energia S.A.,C,1940-06-29
7472,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1941-05-19
7473,AES Brasil Operações S.A.,B,1969-11-06
7474,Aliança Geração de Energia S.A.,B,1998-10-05
7475,ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO S.A.,B,1998-10-05
7476,COMPANHIA SIDERÚRGICA NACIONAL,B,1998-10-05
7477,L.D.R.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,1998-10-05
7478,COOPERATIVA DE DISTRIBUIÇÃO E GERAÇÃO DE ENERGIA DAS MISSÕES - CERMISSÕES,C,1998-12-02
7479,LIGHT ENERGIA S.A,B,1924-01-01
7480,LIGHT ENERGIA S.A,B,1924-01-01
7481,LIGHT ENERGIA S.A,B,1924-01-01
7482,Rio Paraná Energia S.A.,B,1973-01-01
7483,Rio Paraná Energia S.A.,B,1973-01-01
7484,FOCUS GERAÇÃO BARBACENA LTDA.,C,1916-01-01
7485,CEMIG Geração e Transmissão S.A.,B,2005-10-01
7486,IRARA ENERGÉTICA S/A,B,2008-02-26
7487,SZO Empreendimentos Ltda.,C,1935-01-01
7488,SZO Empreendimentos Ltda.,C,1935-01-01
7489,ISAMU IKEDA ENERGIA S.A.,B,1982-06-01
7490,ENGIE Brasil Energia S.A.,B,1999-12-15
7491,ITÁ ENERGÉTICA S/A,B,1999-12-15
7492,ENGIE Brasil Energia S.A.,B,1999-12-15
7493,ITÁ ENERGÉTICA S/A,B,1999-12-15
7494,ENGIE Brasil Energia S.A.,B,1999-12-15
7495,ITÁ ENERGÉTICA S/A,B,1999-12-15
7496,ENGIE Brasil Energia S.A.,B,1999-12-15
7497,ITÁ ENERGÉTICA S/A,B,1999-12-15
7498,Companhia Hidro Elétrica do São Francisco,B,1987-01-01
7499,ITAPEBI GERAÇÃO DE ENERGIA SA,B,2002-12-10
7500,AUTORIDADE PORTUÁRIA DE SANTOS S.A.,C,1910-10-10
7501,Brito Energética LTDA.,B,1928-01-01
7502,Furnas-Centrais Elétricas S.A.,B,1979-10-01
7503,Furnas-Centrais Elétricas S.A.,B,1979-10-01
7504,Companhia Brasileira de Alumínio,B,1914-10-30
7505,Companhia Brasileira de Alumínio,B,1914-10-30
7506,Companhia Brasileira de Alumínio,B,1914-10-30
7507,CEMIG Geração Itutinga S.A.,B,1953-10-01
7508,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1950-01-01
7509,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,1962-09-30
7510,CEMIG Geração e Transmissão S.A.,C,1947-12-01
7511,COMPANHIA ENERGÉTICA JAGUARA,B,1970-07-24
7512,COMPANHIA ENERGÉTICA JAGUARA,B,1970-07-24
7513,Sengés Papel e Celulose Ltda,B,1981-08-31
7514,Cinco Estrelas Agropecuária e Participações Ltda,B,2002-09-30
7515,Ibitu Energética S.A.,B,2002-09-30
7516,Cinco Estrelas Agropecuária e Participações Ltda,B,2002-09-30
7517,Ibitu Energética S.A.,B,2002-09-30
7518,EMATEX INDUSTRIAL E COMERCIAL TÊXTIL LTDA.,C,1943-02-18
7519,CEMIG Geração Sul S.A.,C,1950-04-01
7520,Ouro Safra Indústria e Comércio Ltda,B,1950-01-01
7521,ITAMARATI NORTE S/A AGROPECUÁRIA,B,1995-07-01
7522,ITAMARATI NORTE S/A AGROPECUÁRIA,B,1995-07-01
7523,ITAMARATI NORTE S/A AGROPECUÁRIA,B,1995-07-01
7524,ITAMARATI NORTE S/A AGROPECUÁRIA,C,1994-11-01
7525,Statkraft Energias Renováveis S.A.,C,1909-02-20
7526,FOZ DO CHOPIM ENERGÉTICA LTDA.,B,1969-01-01
7527,Rio Paraná Energia S.A.,B,1969-01-01
7528,Rio Paraná Energia S.A.,B,1969-01-01
7529,Rio Paranapanema Energia S.A.,B,1961-10-15
7530,Rio Paranapanema Energia S.A.,B,1961-10-15
7531,Lasa Lago Azul S.A.,C,1986-08-10
7532,CEB Lajeado S.A,B,2001-02-20
7533,INVESTCO SA,B,2001-02-20
7534,LAJEADO ENERGIA S/A,B,2001-02-20
7535,PAULISTA LAJEADO ENERGIA S/A,B,2001-02-20
7536,Alvorada Energia S.A.,C,1970-06-01
7537,Lajes Energia S.A,B,1904-01-01
7538,Lajes Energia S.A,B,1959-01-01
7539,Lajes Energia S.A,B,1913-01-01
7540,Lajes Energia S.A,B,1908-01-01
7541,Lajes Energia S.A,B,1945-01-01
7542,Lajes Energia S.A,B,1945-01-01
7543,QUATIARA ENERGIA S.A.,C,1929-01-01
7544,CPFL ENERGIAS RENOVÁVEIS S.A.,C,1941-03-01
7545,Chimay Empreendimentos e Participações Ltda.,C,1917-01-05
7546,AES Brasil Operações S.A.,B,1979-03-16
7547,AES Brasil Operações S.A.,B,1979-03-16
7548,Ferro Ligas Piracicaba Ltda,C,1905-03-07
7549,CEMIG Geração e Transmissão S.A.,C,1914-10-01
7550,Quanta Geração S.A.,B,1950-01-01
7551,ALCOA ALUMÍNIO S/A,B,2001-08-28
7552,Companhia Brasileira de Alumínio,B,2001-08-28
7553,DME DISTRIBUIÇÃO S.A. - DMED,B,2001-08-28
7554,ENGIE Brasil Energia S.A.,B,2001-08-28
7555,MACHADINHO PARTICIPACOES S.A.,B,2001-08-28
7556,VALE S.A.,B,2001-08-28
7557,Votorantim Cimentos Machadinho Energia Ltda.,B,2001-08-28
7558,ALCOA ALUMÍNIO S/A,B,2001-08-28
7559,Companhia Brasileira de Alumínio,B,2001-08-28
7560,DME DISTRIBUIÇÃO S.A. - DMED,B,2001-08-28
7561,ENGIE Brasil Energia S.A.,B,2001-08-28
7562,MACHADINHO PARTICIPACOES S.A.,B,2001-08-28
7563,VALE S.A.,B,2001-08-28
7564,Votorantim Cimentos Machadinho Energia Ltda.,B,2001-08-28
7565,ALCOA ALUMÍNIO S/A,B,2001-08-28
7566,Companhia Brasileira de Alumínio,B,2001-08-28
7567,DME DISTRIBUIÇÃO S.A. - DMED,B,2001-08-28
7568,ENGIE Brasil Energia S.A.,B,2001-08-28
7569,MACHADINHO PARTICIPACOES S.A.,B,2001-08-28
7570,VALE S.A.,B,2001-08-28
7571,Votorantim Cimentos Machadinho Energia Ltda.,B,2001-08-28
7572,Horizontes Energia S.A,B,1990-06-01
7573,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7574,Produtores Energéticos de Manso S.A,B,2000-01-01
7575,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7576,Produtores Energéticos de Manso S.A,B,2000-01-01
7577,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7578,Produtores Energéticos de Manso S.A,B,2000-01-01
7579,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7580,Produtores Energéticos de Manso S.A,B,2000-01-01
7581,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7582,Produtores Energéticos de Manso S.A,B,2000-01-01
7583,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7584,Produtores Energéticos de Manso S.A,B,2000-01-01
7585,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7586,Produtores Energéticos de Manso S.A,B,2000-01-01
7587,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7588,Produtores Energéticos de Manso S.A,B,2000-01-01
7589,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7590,Produtores Energéticos de Manso S.A,B,2000-01-01
7591,Furnas-Centrais Elétricas S.A.,B,2000-01-01
7592,Produtores Energéticos de Manso S.A,B,2000-01-01
7593,MMRC GERAÇÃO DE ENERGIA LTDA,C,2011-02-28
7594,MMRC GERAÇÃO DE ENERGIA LTDA,C,2011-02-28
7595,Furnas-Centrais Elétricas S.A.,B,1975-10-25
7596,Furnas-Centrais Elétricas S.A.,B,1975-10-25
7597,CEMIG Geração Sul S.A.,C,1914-12-01
7598,CEMIG Geração Oeste S.A.,C,1950-10-01
7599,Fertiligas Indústria  e Comércio Ltda.,C,1929-07-01
7600,Energest S.A.,B,1974-02-20
7601,Energest S.A.,B,1974-02-20
7602,Energest S.A.,B,1974-02-20
7603,"Libraga, Brandão & Cia Ltda.",B,1972-09-04
7604,Copel Geração E Transmissão S.A.,C,1965-01-01
7605,RIO NOVO ENERGIAS RENOVÁVEIS LTDA,B,1997-10-30
7606,COMPANHIA ENERGÉTICA MIRANDA,B,1997-05-01
7607,AES Brasil Operações S.A.,B,1997-09-01
7608,Mohini Empreendimentos e Participações Ltda.,C,1909-01-10
7609,VOTORANTIM CIMENTOS S.A.,B,1948-06-15
7610,MONTE SERRAT ENERGÉTICA S/A,B,2008-12-10
7611,Copel Geração E Transmissão S.A.,B,1961-04-01
7612,Enel Green Power Mourão S.A.,C,1964-06-01
7613,Companhia Hidro Elétrica do São Francisco,B,1976-08-01
7614,SAMARCO MINERAÇÃO S.A.,B,1997-06-30
7615,SAMARCO MINERAÇÃO S.A.,B,1997-06-30
7616,CEMIG Geração Leste S.A.,C,1948-10-01
7617,LIGHT ENERGIA S.A,B,1953-01-01
7618,LIGHT ENERGIA S.A,B,1953-01-01
7619,LIGHT ENERGIA S.A,B,1953-01-01
7620,PARANÁ GERAÇÃO DE ENERGIA LTDA.,C,1954-01-01
7621,AES Brasil Operações S.A.,B,1982-12-19
7622,CEMIG Geração e Transmissão S.A.,B,1992-04-01
7623,CEMIG Geração Sul S.A.,C,1930-05-27
7624,PACÍFICO MASCARENHAS ENERGÉTICA LTDA.,C,1928-03-23
7625,GESM - GERAÇÃO DE ENERGIA SUL DE MINAS S/A,C,1927-01-01
7626,Cemig PCH  S.A,C,1958-10-01
7627,PAINA II - GERADORA DE ENERGIA SPE LTDA.,C,2004-07-05
7628,KLABIN S.A.,C,1952-12-01
7629,KLABIN S.A.,C,1952-12-01
7630,CELESC Geração S.A.,B,1963-12-01
7631,CELESC Geração S.A.,B,1963-12-01
7632,CELESC Geração S.A.,B,2000-04-01
7633,Lightger S.A.,B,2012-04-23
7634,Lightger S.A.,B,2012-04-23
7635,Enel Green Power Paranapanema S.A.,B,1936-06-01
7636,CEB Geração S.A.,B,1959-07-31
7637,CEMIG Geração e Transmissão S.A.,C,1948-07-01
7638,QUATIARA ENERGIA S.A.,C,1937-01-01
7639,DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ GERAÇÃO,C,1962-12-31
7640,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1948-11-15
7641,ENERGÉTICA CAMPOS DE CIMA DA SERRA LTDA,B,2021-10-19
7642,ENERGÉTICA CAMPOS DE CIMA DA SERRA LTDA,B,2021-10-19
7643,ENGIE Brasil Energia S.A.,B,1971-05-01
7644,ENGIE Brasil Energia S.A.,B,1971-05-01
7645,ENGIE Brasil Energia S.A.,B,1971-05-01
7646,COMPANHIA SIDERÚRGICA NACIONAL,B,1973-03-17
7647,CSN MINERAÇÃO S.A.,B,1973-03-17
7648,ELIZABETH CIMENTOS S/A,B,1973-03-17
7649,MINÉRIOS NACIONAL S.A.,B,1973-03-17
7650,Mercantil Energia Ltda,C,1945-03-06
7651,Mercantil Energia Ltda,C,1945-03-06
7652,Companhia Hidro Elétrica do São Francisco,B,1954-09-18
7653,ENERGÉTICA RIO PEDRINHO LTDA.,B,2003-08-01
7654,Furnas-Centrais Elétricas S.A.,B,1956-12-21
7655,LIGHT ENERGIA S.A,B,1962-01-01
7656,CELESC Geração S.A.,C,1965-01-01
7657,CELESC Geração S.A.,C,1965-01-01
7658,CELESC Geração S.A.,C,2013-04-26
7659,PESQUEIRO ENERGIA S/A,C,2002-12-15
7660,CEMIG Geração Leste S.A.,B,1945-11-06
7661,Quanta Geração S.A.,C,1908-01-01
7662,CEMIG Geração Sul S.A.,B,1954-07-02
7663,L.D.Q.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,2004-05-27
7664,Picada 48 Geração e Comércio de Energia Elétrica Ltda,C,1913-12-31
7665,CEMIG Geração e Transmissão S.A.,C,1924-12-01
7666,CPFL ENERGIAS RENOVÁVEIS S.A.,C,1911-01-01
7667,HIDRELÉTRICA PIPOCA S.A.,B,2010-05-01
7668,INDÚSTRIA DE MATERIAL BÉLICO DO BRASIL IMBEL,B,1932-12-08
7669,INDÚSTRIA DE MATERIAL BÉLICO DO BRASIL IMBEL,B,1957-08-15
7670,ARCELORMITTAL BRASIL S.A.,B,1939-01-01
7671,Companhia Brasileira de Alumínio,B,2002-06-28
7672,Copel Geração E Transmissão S.A.,C,1911-01-01
7673,CEMIG Geração Poço Fundo S.A.,B,1948-10-01
7674,ENGIE Brasil Energia S.A.,B,2004-12-31
7675,ENGIE Brasil Energia S.A.,B,2004-12-31
7676,Furnas-Centrais Elétricas S.A.,B,1973-07-03
7677,Furnas-Centrais Elétricas S.A.,B,1973-07-03
7678,Empresa Metropolitana de Águas e Energia S.A.,B,1928-01-01
7679,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1998-12-15
7680,Companhia Brasileira de Alumínio,B,1982-10-30
7681,LUMBRÁS ENERGÉTICA S.A.,B,2009-12-23
7682,AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A,B,1963-12-31
7683,PRIMAVERA ENERGIA S.A.,B,1995-12-01
7684,AES Brasil Operações S.A.,B,1977-04-01
7685,QUATIARA ENERGIA S.A.,C,1937-01-01
7686,COMPANHIA ENERGÉTICA CHAPECÓ - CEC,B,2003-07-05
7687,Horizontes Energia S.A,C,1960-10-01
7688,CEB Participações S.A,B,2003-06-01
7689,CEMIG Geração e Transmissão S.A.,B,2003-06-01
7690,CEB Participações S.A,B,2003-06-01
7691,CEMIG Geração e Transmissão S.A.,B,2003-06-01
7692,CEB Participações S.A,B,2003-06-01
7693,CEMIG Geração e Transmissão S.A.,B,2003-06-01
7694,Empresa Metropolitana de Águas e Energia S.A.,B,1925-01-01
7695,CEMIG Geração e Transmissão S.A.,C,1941-10-01
7696,Statkraft Energias Renováveis S.A.,B,1959-02-20
7697,CEMIG Geração e Transmissão S.A.,B,1924-10-01
7698,CPFL ENERGIAS RENOVÁVEIS S.A.,B,1998-01-01
7699,Copel Geração E Transmissão S.A.,B,1996-04-24
7700,SANTA CRUZ GERAÇÃO DE ENERGIA S.A.,C,1909-01-01
7701,Centrais Elétricas Rio Tigre S.A.,B,1964-09-01
7702,Companhia CELG de Participações - CELGPAR,A,1956-01-01
7703,RONDON ENERGIA S.A.,C,2010-10-25
7704,RONDON ENERGIA S.A.,C,2010-10-25
7705,RONDON ENERGIA S.A.,C,2010-10-25
7706,Crilipar Participações e Empreedimentos S/A.,C,1994-01-01
7707,Rosal Energia S.A.,B,1999-10-09
7708,Rio Paranapanema Energia S.A.,B,1986-11-03
7709,Rio Paranapanema Energia S.A.,B,1986-11-03
7710,SÁ Carvalho S.A.,B,1950-10-01
7711,SÁ Carvalho S.A.,C,1950-10-01
7712,HIDROLUZ CENTRAIS ELÉTRICAS LTDA,C,2004-09-15
7713,COBUCCIO ENERGIA LTDA,B,1913-03-27
7714,CPFL Sul Centrais Elétricas Ltda,C,1950-07-01
7715,ENERCOOP LTDA,C,1994-04-03
7716,Copel Geração E Transmissão S.A.,B,1998-07-31
7717,COOPERATIVA AGROPECUÁRIA TRADIÇÃO,C,1964-04-20
7718,Maringá Ferro Liga S.A.,B,1954-01-01
7719,Companhia Brasileira de Alumínio,B,1989-10-30
7720,Horizontes Energia S.A,C,1955-10-01
7721,Copel Geração E Transmissão S.A.,C,1959-01-01
7722,Rio Paranapanema Energia S.A.,B,1958-02-25
7723,KLABIN S.A.,C,1952-01-26
7724,CEMIG Geração e Transmissão S.A.,C,1955-09-01
7725,ENGIE Brasil Energia S.A.,B,1971-05-01
7726,PRIDAY ENERGIA LTDA.,C,1960-09-10
7727,ENGIE Brasil Energia S.A.,B,1982-06-15
7728,ENGIE Brasil Energia S.A.,B,1982-07-15
7729,ENGIE Brasil Energia S.A.,B,1982-07-15
7730,ENGIE Brasil Energia S.A.,B,1982-07-15
7731,CELESC Geração S.A.,B,1914-01-01
7732,CELESC Geração S.A.,B,1914-01-01
7733,CELESC Geração S.A.,B,1914-01-01
7734,CELESC Geração S.A.,B,1914-01-01
7735,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7736,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7737,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7738,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7739,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7740,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7741,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7742,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7743,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7744,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1988-12-01
7745,Ferro Ligas Piracicaba Ltda,B,1905-03-25
7746,LIGHT ENERGIA S.A,B,1960-01-01
7747,COMPANHIA ENERGÉTICA SANTA CLARA,B,2001-10-30
7748,UHE São Simão Energia S.A.,B,1977-06-01
7749,Copel Geração E Transmissão S.A.,B,1992-03-20
7750,Furnas-Centrais Elétricas S.A.,B,1996-12-01
7751,Furnas-Centrais Elétricas S.A.,B,1996-12-01
7752,Furnas-Centrais Elétricas S.A.,B,1996-12-01
7753,Companhia Brasileira de Alumínio,B,1978-10-30
7754,BAHIA PCH I S.A.,B,2010-08-31
7755,Companhia Hidro Elétrica do São Francisco,B,1977-08-01
7756,Companhia Hidro Elétrica do São Francisco,B,1977-03-01
7757,Companhia Hidro Elétrica do São Francisco,B,1978-03-01
7758,Companhia Hidro Elétrica do São Francisco,B,1978-06-01
7759,Tocantins Energética S.A.,C,1994-01-03
7760,Companhia Brasileira de Alumínio,B,1998-08-15
7761,Sengés Papel e Celulose Ltda,C,1993-12-01
7762,Mohini Empreendimentos e Participações Ltda.,C,1909-01-10
7763,Statkraft Energias Renováveis S.A.,B,1965-02-20
7764,Statkraft Energias Renováveis S.A.,B,1965-02-20
7765,CEMIG Geração e Transmissão S.A.,C,1955-12-01
7766,Alvorada Energia S.A.,C,1983-01-21
7767,Rio Paranapanema Energia S.A.,B,1992-09-15
7768,Rio Paranapanema Energia S.A.,B,1992-09-15
7769,Eletricidade da Amazônia LTDA.,C,1997-09-12
7770,Eletricidade da Amazônia LTDA.,C,1997-09-12
7771,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1929-01-01
7772,Quanta Geração S.A.,C,1912-01-01
7773,PRIMAVERA ENERGIA S.A.,C,1983-06-01
7774,SANTA MARIA CIA DE PAPEL E CELULOSE,C,1964-09-29
7775,TIJOÁ PARTICIPAÇÕES E INVESTIMENTOS S.A.,B,1990-08-01
7776,Jayaditya Empreendimentos e Participações Ltda,C,1928-01-05
7777,CEMIG Geração Leste S.A.,B,1954-08-01
7778,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7779,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7780,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7781,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7782,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7783,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7784,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7785,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7786,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7787,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7788,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7789,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7790,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7791,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
7792,CPFL ENERGIAS RENOVÁVEIS S.A.,C,1912-01-01
7793,CARVIC Empreendimentos e Participações Ltda.,C,1964-01-01
7794,LIGHT ENERGIA S.A,B,1952-01-01
7795,Enel Green Power Volta Grande S.A.,B,1974-06-01
7796,Horizontes Energia S.A,C,1971-11-01
7797,Companhia Brasileira de Alumínio,B,1912-01-01
7798,CEMIG Geração e Transmissão S.A.,B,1941-10-01
7799,Nelson Ricardo da Cruz,C,1993-10-30
7800,Companhia Brasileira de Alumínio,B,1936-01-01
7801,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7802,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7803,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7804,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7805,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7806,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7807,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7808,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7809,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7810,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7811,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7812,HIDROELÉTRICA BERGAMIN LTDA.,C,1993-02-01
7813,Maringá Ferro Liga S.A.,B,1951-01-01
7814,CEMIG Geração e Transmissão S.A.,C,1944-04-01
7815,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1955-01-01
7816,Santa Rosa S.A,B,2008-04-15
7817,COMPANHIA ENERGÉTICA DO JARI,B,2014-03-10
7818,CEMIG Geração e Transmissão S.A.,C,1947-10-01
7819,Statkraft Energias Renováveis S.A.,B,2007-02-20
7820,São João Energia LTDA,C,1963-01-01
7821,Chimay Empreendimentos e Participações Ltda.,C,1911-01-01
7822,CPFL ENERGIAS RENOVÁVEIS S.A.,B,1935-01-01
7823,IRANI PAPEL E EMBALAGEM S.A.,C,1964-01-06
7824,COMPANHIA SÃO PATRÍCIO DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA - CSP-G&T,B,1955-12-31
7825,COMPANHIA SÃO PATRÍCIO DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA - CSP-G&T,B,1955-12-31
7826,SANTA ANASTASIA GERADORA DE ENERGIA LIMITADA,C,1975-04-07
7827,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2000-11-15
7828,DONA FRANCISCA ENERGÉTICA S.A.,B,2000-11-15
7829,Alvorada Energia S.A.,C,1969-05-08
7830,COMPANHIA SIDERÚRGICA NACIONAL,B,1978-01-09
7831,CSN CIMENTOS BRASIL S.A.,B,1978-01-09
7832,COMPANHIA SIDERÚRGICA NACIONAL,B,1978-01-09
7833,CSN CIMENTOS BRASIL S.A.,B,1978-01-09
7834,CEMIG Geração Leste S.A.,C,1999-01-01
7835,CASSOL CENTRAIS ELÉTRICAS LTDA,C,1995-10-01
7836,FERLIG FERRO LIGA LTDA,C,1986-09-20
7837,Companhia Hidro Elétrica do São Francisco,B,1961-12-01
7838,Companhia Hidro Elétrica do São Francisco,B,1955-01-01
7839,Companhia Hidro Elétrica do São Francisco,B,1967-01-01
7840,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
7841,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
7842,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
7843,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
7844,Companhia Hidro Elétrica do São Francisco,B,1969-12-01
7845,Companhia Hidro Elétrica do São Francisco,B,1994-12-01
7846,Companhia Hidro Elétrica do São Francisco,B,1994-05-30
7847,Companhia Hidro Elétrica do São Francisco,B,1992-08-01
7848,Companhia Hidro Elétrica do São Francisco,B,1992-09-01
