_id,NomEmpresa,IdcClassificacaoBarragens,DatConclusaoConstrucao
445,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
446,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
447,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
448,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
449,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
450,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
451,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
452,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1984-09-06
453,LIGHT ENERGIA S.A,B,1953-01-01
454,Enel Green Power Volta Grande S.A.,B,1974-06-01
455,Companhia Brasileira de Alumínio,B,1912-10-30
456,CEMIG Geração e Transmissão S.A.,B,1941-10-01
457,Maringá Ferro Liga S.A.,B,1951-01-01
458,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1955-01-01
459,Santa Rosa S.A,B,2008-04-15
460,COMPANHIA ENERGÉTICA DO JARI,B,2014-03-10
461,CEMIG Geração e Transmissão S.A.,B,1947-10-01
462,Statkraft Energias Renováveis S.A.,B,2007-02-20
463,Chimay Empreendimentos e Participações Ltda.,C,1911-01-01
464,IRANI PAPEL E EMBALAGEM S.A.,B,1964-01-06
465,COMPANHIA SÃO PATRÍCIO DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA - CSP-G&T,C,1955-12-31
466,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,B,2000-11-15
467,DONA FRANCISCA ENERGÉTICA S.A.,B,2000-11-15
468,Alvorada Energia S.A.,C,1969-05-08
469,COMPANHIA SIDERÚRGICA NACIONAL,B,1978-01-09
470,CSN CIMENTOS BRASIL S.A.,B,1978-01-09
471,CASSOL CENTRAIS ELÉTRICAS LTDA,C,1994-10-01
472,FERLIG FERRO LIGA LTDA,C,1986-09-20
473,Companhia Hidro Elétrica do São Francisco,B,1961-12-01
474,Companhia Hidro Elétrica do São Francisco,B,1954-09-18
475,Companhia Hidro Elétrica do São Francisco,B,1954-09-18
476,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
477,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
478,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
479,Companhia Hidro Elétrica do São Francisco,B,1979-03-01
480,Companhia Hidro Elétrica do São Francisco,B,1969-12-01
481,Companhia Hidro Elétrica do São Francisco,B,1994-12-01
482,Companhia Hidro Elétrica do São Francisco,B,1994-05-30
483,Companhia Hidro Elétrica do São Francisco,B,1992-08-01
484,Companhia Hidro Elétrica do São Francisco,B,1992-09-01
485,Companhia Hidro Elétrica do São Francisco,B,1994-03-21
486,Chimay Empreendimentos e Participações Ltda.,B,1926-01-10
487,Centrais Elétricas Cassol  Ltda,C,2000-12-11
488,Companhia Brasileira de Alumínio,B,1999-04-28
489,Rio Paranapanema Energia S.A.,B,1999-04-28
490,Chimay Empreendimentos e Participações Ltda.,B,2011-01-01
491,Chimay Empreendimentos e Participações Ltda.,C,1911-12-15
492,Chimay Empreendimentos e Participações Ltda.,C,1911-12-27
493,Chimay Empreendimentos e Participações Ltda.,C,1910-11-01
494,Mohini Empreendimentos e Participações Ltda.,B,1954-02-10
495,Mohini Empreendimentos e Participações Ltda.,B,1917-01-10
496,APIACÁS ENERGIA S.A.,C,1954-06-01
497,APIACÁS ENERGIA S.A.,C,1954-06-01
498,PRIMAVERA ENERGIA S.A.,C,1985-06-01
499,PRIMAVERA ENERGIA S.A.,C,1986-06-01
500,CEMIG Geração e Transmissão S.A.,B,1961-09-01
501,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,C,1951-11-01
502,COMPANHIA SUL SERGIPANA DE ELETRICIDADE,C,1936-10-01
503,CEMIG Geração e Transmissão S.A.,B,1981-10-31
504,CEMIG Geração e Transmissão S.A.,B,1981-10-31
505,CEMIG Geração e Transmissão S.A.,B,1981-10-30
506,Furnas-Centrais Elétricas S.A.,B,1969-11-01
507,Furnas-Centrais Elétricas S.A.,B,1969-11-01
508,Maringá Ferro Liga S.A.,B,1956-06-18
509,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
510,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
511,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
512,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
513,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
514,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
515,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
516,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
517,COMPANHIA ENERGÉTICA DE SÃO PAULO,B,1978-01-01
518,VOTORANTIM CIMENTOS S.A.,C,1915-10-10
519,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1976-10-27
520,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A,B,1976-10-27
521,Furnas-Centrais Elétricas S.A.,B,1972-01-01
522,Furnas-Centrais Elétricas S.A.,B,1972-01-01
523,Copel Geração E Transmissão S.A.,B,1945-01-01
524,Jayaditya Empreendimentos e Participações Ltda,B,1912-01-10
525,Trombini Embalagens S.A.,C,1905-06-02
526,Guarantã Energética Ltda,C,2003-02-28
527,VOTORANTIM CIMENTOS S.A.,C,1942-07-10
528,Aliança Geração de Energia S.A.,B,1991-06-01
529,COTEMINAS S.A.,B,1991-06-01
530,RIO MANHUAÇU ENERGÉTICA LTDA,B,2000-06-15
531,CEMIG Geração e Transmissão S.A.,B,1955-07-01
532,CEMIG Geração e Transmissão S.A.,B,1955-07-01
533,Ombreiras Energética S.A,B,2005-05-01
534,LIGHT ENERGIA S.A,B,1953-01-01
535,Tocantins Energética S.A.,C,2000-10-01
536,Mohini Empreendimentos e Participações Ltda.,C,1928-01-10
537,Maringá Ferro Liga S.A.,C,1964-01-01
538,GALERA CENTRAIS ELÉTRICAS S/A,C,2006-03-15
539,Indiavaí Energetica S.A,C,2003-06-01
540,CAMPOS NOVOS ENERGIA S.A.,B,2006-07-31
541,Companhia Estadual de Geração de Energia Elétrica - CEEE-G,C,1950-01-01
542,Tocantins Energética S.A.,C,2000-01-05
543,AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A,C,1992-12-31
544,Jayaditya Empreendimentos e Participações Ltda,C,1951-01-10
545,PRIMAVERA ENERGIA S.A.,B,1976-06-01
546,CEMIG Geração e Transmissão S.A.,C,1952-06-01
547,Embacorp Soluções em Embalagens Ltda,C,1962-05-15
548,ELETROGOES S/A,C,2009-07-15
549,Aliança Geração de Energia S.A.,B,2005-10-02
550,L.D.O.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,2005-10-02
551,Aliança Geração de Energia S.A.,B,2005-10-02
552,L.D.O.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,2005-10-02
553,Aliança Geração de Energia S.A.,B,2006-07-23
554,L.D.O.S.P.E. GERAÇÃO DE ENERGIA E PARTICIPAÇÕES LTDA.,B,2006-07-23
555,SPE Barra da Paciência Energia S.A.,B,2010-11-15
556,LAGOA AZUL ENERGÉTICA S.A.,B,2004-06-15
557,SERRA NEGRA ENERGÉTICA S.A.,B,2006-09-14
558,SERRA NEGRA ENERGÉTICA S.A.,B,2006-09-14
559,SERRA NEGRA ENERGÉTICA S.A.,B,2006-09-14
560,SERRA NEGRA ENERGÉTICA S.A.,B,2006-09-14
561,CENTRAIS HIDRELÉTRICAS GRAPON Ltda,B,2003-06-01
562,BAESA-ENERGÉTICA BARRA GRANDE S/A,B,2005-07-05
563,SPE Várzea Alegre Energia S.A.,B,2010-11-05
564,CAPARAÓ ENERGIA S/A,C,2008-05-09
565,SPE Ninho da Águia Energia S.A.,C,2010-11-05
566,FRANCISCO LINDNER INDÚSTRIA E COMÉRCIO LTDA,C,1959-06-30
567,FUNIL ENERGIA S/A,C,2007-12-14
568,Companhia CELG de Participações - CELGPAR,B,1990-06-19
569,CALHEIROS ENERGIA S/A,B,2008-02-14
570,SÃO GONÇALO ENERGIA LTDA,B,2010-04-05
571,Mafrás Energia Ltda.,C,2004-03-03
572,Cooperativa Regional de Desenvolvimento Teutônia - CERTEL,C,2002-10-28
573,TRÍADE ENERGIAS RENOVÁVEIS LTDA.,C,1900-01-01
574,RIO POMBA ENERGÉTICA LTDA,B,2003-06-15
575,SPE Cocais Grande Energia S.A.,C,2008-10-15
576,SPE Varginha Energia S.A.,B,2010-09-02
577,SPE CRISTINA ENERGIA S.A.,B,2011-09-25
578,CARANGOLA ENERGIA S/A,C,2007-08-10
579,Corumbá Concessões S.A.,B,2005-04-01
580,SPE Corrente Grande Energia S.A.,B,2010-11-25
581,Dme Energética S.A. - DMEE,C,2003-02-01
582,Companhia Brasileira de Alumínio,B,2005-07-31
583,LINHA EMÍLIA ENERGÉTICA S.A.,B,2008-11-30
584,COTIPORÃ ENERGÉTICA S.A.,B,2008-10-23
585,CAÇADOR ENERGÉTICA S.A.,B,2008-09-15
586,BT GERADORA DE ENERGIA ELÉTRICA S/A,C,2003-10-20
587,Hidrelétrica Areia Branca S.A.,B,2009-03-15
588,Hidrelétrica Areia Branca S.A.,B,2009-03-15
589,Hidrelétrica Cachoeirão S.A.,B,2008-10-15
590,RIO GLÓRIA ENERGÉTICA S.A.,B,2002-06-01
591,COMPANHIA ENERGÉTICA RIO DAS ANTAS,B,2004-08-25
592,Santa Laura S.A,B,2007-08-01
593,Grandview Energia Ltda,C,1903-01-01
594,SÃO JOAQUIM ENERGIA S/A,B,2007-12-14
595,JANUÁRIO DE NAPOLI GERAÇÃO DE ENERGIA LTDA.,C,1983-01-01
596,PANTANAL ENERGÉTICA LTDA,B,1969-12-01
597,Sengés Papel e Celulose Ltda,C,1982-08-02
598,Hidrossol Hidroelétricas Cassol Ltda,C,2004-11-01
599,Hidrossol Hidroelétricas Cassol Ltda,C,2004-11-01
600,CN ENERGIA S/A,C,2006-01-07
601,GESM - GERAÇÃO DE ENERGIA SUL DE MINAS S/A,C,1927-01-01
602,COMPANHIA TECIDOS SANTANENSE,C,1913-01-01
603,CEMIG Geração Leste S.A.,B,1958-03-01
604,Usina Trapiche S.A,C,1940-09-01
605,Gilberto Marin,C,1992-12-15
606,Grasiela Albina Castaman Victória,C,1992-12-15
607,Ines Palmiro de Sousa Castaman,C,1992-12-15
608,Luciane Fatima Castaman,C,1992-12-15
609,Margarida dos Santos Dall Alba,C,1992-12-15
610,FOCUS GERAÇÃO BARBACENA LTDA.,C,1924-01-01
611,Juruena Energia S.A,B,1993-10-01
612,SÃO SIMÃO ENERGIA S/A,B,2008-10-26
613,Rialma Companhia Energética III S.A.,B,2018-10-25
614,RIALMA COMPANHIA ENERGÉTICA II S/A,B,2015-05-10
615,RIACHÃO ENERGÉTICA LTDA.,B,2006-05-20
616,Ouro Safra Indústria e Comércio Ltda,B,1912-09-25
617,Antônio Fornasa Administradora de Bens Ltda,C,2000-12-10
618,SALTO JAURU ENERGÉTICA S/A,B,2007-09-15
619,JB Geração e Comércio de Energia Elétrica Ltda.,C,2003-10-01
620,ENERGÉTICA CORUMBÁ III S.A.,B,2007-09-30
621,GERAÇÃO CIII S/A,B,2007-09-30
622,ENERGÉTICA CORUMBÁ III S.A.,B,2007-09-30
623,GERAÇÃO CIII S/A,B,2007-09-30
624,Enerpeixe S.A.,B,2006-01-13
625,Foz do Chapecó Energia S.A.,B,2010-08-25
626,Foz do Chapecó Energia S.A.,B,2010-08-25
627,Serra do Facão Energia S.A.,B,2009-11-24
628,ELEJOR - CENTRAIS ELÉTRICAS DO RIO JORDÃO S.A.,B,2006-02-01
629,ELEJOR - CENTRAIS ELÉTRICAS DO RIO JORDÃO S.A.,B,2005-01-03
630,SANTA FÉ ENERGIA S/A,B,2009-02-20
631,SANTA FÉ ENERGIA S/A,B,2009-02-20
632,CSN CIMENTOS BRASIL S.A.,C,2001-05-30
633,Norte Participações e Investimentos S.A.,C,2005-07-16
634,Senj Energia Ltda.,C,2005-07-16
635,Esmeralda S.A,C,2006-11-25
636,C.J. ENERGÉTICA S.A.,C,2006-03-20
637,AREIA ENERGIA S/A,B,2010-11-01
638,ÁGUA LIMPA ENERGIA S/A,C,2010-08-01
639,CASSOL CENTRAIS ELÉTRICAS LTDA,C,2002-07-05
640,Concessionária Mosquitão S.A,B,2006-11-14
641,Statkraft Energias Renováveis S.A.,B,2009-05-01
642,Companhia Brasileira de Alumínio,C,2008-01-03
643,Dme Energética S.A. - DMEE,C,2008-01-03
644,GERACAO DE ENERGIA PILAO LTDA.,C,2008-01-03
645,Companhia Brasileira de Alumínio,C,2008-01-03
646,Dme Energética S.A. - DMEE,C,2008-01-03
647,GERACAO DE ENERGIA PILAO LTDA.,C,2008-01-03
648,VOTORANTIM CIMENTOS N/NE S/A,B,1982-12-31
649,VOTORANTIM CIMENTOS N/NE S/A,B,1982-12-31
650,VOTORANTIM CIMENTOS N/NE S/A,B,1982-12-31
651,VOTORANTIM CIMENTOS N/NE S/A,B,1982-12-31
652,ENGIE Brasil Energia S.A.,B,2008-11-24
653,Companhia Energética Salto do Lobo LTDA.,C,2002-09-15
654,Mata Velha Energética S.A,B,2015-11-10
655,Eletricidade Paraense S.A.,C,2007-01-01
656,SPE Paiol Energia S.A.,B,2010-03-05
657,Buriti Energia S.A,B,2008-09-01
658,Curuá Energia S.A,B,2007-07-01
659,Unaí Baixo Energética S.A.,B,2012-03-01
660,VÊNETO ENERGÉTICA S.A,C,2007-10-11
661,Da Ilha Energética S.A,C,2007-10-23
662,Central Elétrica Anhanguera S.A,C,2010-01-15
663,PLANALTO ENERGETICA S.A.,C,2009-03-01
664,Rio Sapucaí Mirim Energia LTDA.,B,2013-07-23
665,Cia. Bom Sucesso de Eletricidade,C,1959-08-10
666,Gênesis Energética S.A.,B,2010-07-31
667,SPE Alto Irani Energia S.A,B,2008-08-15
668,SANTA FÉ ENERGÉTICA S/A,B,2008-01-04
669,SANTA FÉ ENERGÉTICA S/A,B,2007-12-15
670,SANTA FÉ ENERGÉTICA S/A,B,2008-01-10
671,SANTA FÉ ENERGÉTICA S/A,C,2007-12-25
672,RIO SUCURIÚ ENERGIA S/A,C,2006-09-30
673,SPE Plano Alto Energia S.A,B,2008-01-28
674,SPE Arvoredo Energia S.A,B,2009-12-05
675,KINROSS BRASIL MINERAÇÃO S/A,B,2010-03-24
676,KINROSS BRASIL MINERAÇÃO S/A,B,2010-01-28
677,Rio Verde Energia S.A.,B,2009-12-20
678,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2012-10-04
679,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2012-10-04
680,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2012-10-04
681,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2012-10-04
682,RETIRO VELHO ENERGÉTICA S/A,B,2008-12-04
683,Novo Mundo Energética S.A,C,2007-01-24
684,Centrais Elétricas Salto dos Dardanelos S/A,C,1996-06-26
685,COMPANHIA ENERGÉTICA NOVO HORIZONTE,C,2011-04-05
686,Cristalino Energia Ltda,C,2004-11-10
687,BRASIL CENTRAL ENERGIA LTDA.,C,2006-05-01
688,Tudelândia Central Elétrica S.A,C,1940-01-01
689,Rio Sapucaí Mirim Energia LTDA.,B,2011-07-06
690,Ludesa Energética S.A,B,2004-08-25
691,CEESAM Geradora S.A.,C,2007-05-10
692,GOIÁS SUL GERAÇÃO DE ENERGIA S.A.,B,2010-04-01
693,RIO PCH I S.A.,C,2008-10-29
694,São Tadeu Energética S.A,C,2009-10-22
695,Piedade Usina Geradora de Energia S.A,C,2009-09-30
696,Piedade Usina Geradora de Energia S.A,C,2009-06-30
697,Ônix Geração de Energia S.A.,B,2007-11-15
698,PARECIS ENERGIA S.A.,C,2010-10-22
699,TELEGRÁFICA ENERGIA S.A.,C,2010-12-15
700,SAPEZAL ENERGIA S.A.,C,2010-10-20
701,Segredo Energia S.A.,B,2012-04-10
702,AES Brasil Operações S.A.,C,2009-03-26
703,USINAS ELÉTRICAS DO OESTE S.A.,B,2008-10-07
704,AES Brasil Operações S.A.,C,2008-10-30
705,Rio Corrente S.A.,C,2007-11-30
706,Hidrelétrica Rossi Ltda,C,2006-12-20
707,Central Hidrelétrica Salto das Flores S.A.,C,2011-07-30
708,Paranatinga Energia S.A,C,2007-08-30
709,JATAÍ ENERGÉTICA S/A,B,2008-02-28
710,Ilha Comprida Energia S.A,B,2012-11-10
711,CAMPOS DE JÚLIO ENERGIA S.A.,C,2010-10-15
712,HIDRELÉTRICA SUCUPIRA S/A,C,2008-06-10
713,HIDRELÉTRICA PEQUI S/A,C,2008-06-10
714,Mucuri Energética S.A.,B,2012-05-01
715,PCH Santa Rosa S.A,C,2013-09-30
716,HIDROPOWER ENERGIA S.A.,C,2006-10-11
717,ELEJOR - CENTRAIS ELÉTRICAS DO RIO JORDÃO S.A.,B,2006-02-01
718,TUPAN ENERGIA ELÉTRICA LTDA,C,2007-07-02
719,Hidroelétrica Ângelo Cassol Ltda,B,2010-12-01
720,ELEJOR - CENTRAIS ELÉTRICAS DO RIO JORDÃO S.A.,B,2005-01-03
721,Mauê S.A. - Geradora e Fornecedora de Insumos,C,2006-10-01
722,IBÓ ENERGÉTICA S.A.,C,2010-10-13
723,COMPANHIA ENERGÉTICA ESTREITO,B,2010-12-02
724,Estreito Energia S.A.,B,2010-12-02
725,ESTREITO PARTICIPACOES S.A.,B,2010-12-02
726,VALE S.A.,B,2010-12-02
727,Rio do Sangue Energia S.A,C,2006-07-30
728,Itaguaçu Energia S.A.,C,2013-06-13
729,COOPERATIVA DE GERAÇÃO DE ENERGIA ELÉTRICA SALTO DONNER,C,1959-05-12
730,COMPANHIA TECIDOS SANTANENSE,C,1937-01-01
731,Turvo Energia S.A.,C,2010-11-01
732,Ouro Energética S.A,C,2009-01-01
733,CJ HYDRO - GERAÇÃO DE ENERGIA S.A,B,2012-01-15
734,SÃO PEDRO ENERGIA S/A,B,2009-01-26
735,Iguaçu Caaratinga Energia Ltda.,C,1924-01-01
736,PEZZI ENERGÉTICA S.A.,B,2012-06-30
737,COOPERATIVA AGRÁRIA AGROINDUSTRIAL,C,1982-10-30
738,CURUCACA GERADORA S.A.,C,1982-10-30
739,SANTA MARIA CIA DE PAPEL E CELULOSE,C,1982-10-30
740,Empresa Energética Porto das Pedras S.A.,C,2008-09-12
741,Santa Gabriela Energética S.A.,C,2009-09-01
742,Energética Serra da Prata S.A,C,2007-12-31
743,Energética Serra da Prata S.A,C,2007-12-31
744,Serrana Energética S.A.,C,2010-03-12
745,Criúva Energética S.A,C,2010-01-05
746,ENERGÉTICA PONTE ALTA S.A.,B,2007-03-15
747,ENERGÉTICA PONTE ALTA S.A.,B,2007-03-15
748,ENERGÉTICA PONTE ALTA S.A.,B,2007-03-15
749,Divisa Energia S.A.,C,2011-03-10
750,Ibirama Energética S.A.,B,2010-10-01
751,COOPERLUZ- COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO,C,2005-03-12
752,Lagoa Grande Energética S.A,C,2008-05-15
753,RIACHO PRETO ENERGÉTICA S.A,B,2007-12-15
754,PORTO FRANCO ENERGÉTICA S.A,B,2009-05-20
755,PORTO FRANCO ENERGÉTICA S.A,B,2009-05-20
756,BOA SORTE ENERGÉTICA S.A,B,2008-04-01
757,Boa Fé Energética S.A.,C,2011-02-01
758,GOIÁS SUL GERAÇÃO DE ENERGIA S.A.,B,2010-02-01
759,SÃO PAULO ENERGÉTICA S/A,C,2011-12-08
760,Autódromo Energética S.A,C,2011-03-15
761,Passos Maia Energética S.A.,B,2011-12-20
762,Hidrelétrica Rio São Marcos Ltda,C,2004-04-30
763,ARBEIT ENERGIA S.A.,C,1929-09-25
764,COMPANHIA ENERGÉTICA PAULISTA,C,1929-09-25
765,Usina Paulista Lavrinhas de Energia S.A.,B,2011-06-01
766,Usina Paulista Queluz de Energia S.A.,B,2010-09-01
767,Usina Paulista Queluz de Energia S.A.,B,2010-09-01
768,Rialma Companhia Energética V S.A,B,2011-08-15
769,Geradora de Energia São Maurício S.A,C,2010-02-01
770,GERADORA DE ENERGIA NOVA FÁTIMA S/A,C,2012-01-31
771,Geradora de Energia Rio Fortuna S.A,C,2012-07-01
772,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,B,2012-12-03
773,GERMAT GERADORA DE ENERGIA DO ESTADO DE MATO GROSSO LTDA,C,2012-10-01
774,GERMAT GERADORA DE ENERGIA DO ESTADO DE MATO GROSSO LTDA,C,2012-08-01
775,HIDRELÉTRICA JELU LTDA,C,2005-12-15
776,Rodeio Bonito Hidrelétrica S.A.,C,1900-01-01
777,Coronel Araújo Energética S.A,C,2007-06-01
778,Contestado Energética S.A,C,2007-06-01
779,CANTÚ ENERGÉTICA S/A,B,2015-11-01
780,Cravari Geração de Energia S.A,B,2009-10-31
781,CAJU ENERGIA LTDA,C,2006-02-08
782,Tigre Produção de Energia Elétrica Ltda.,C,2016-01-08
783,BME ENERGIA S/A,C,2009-03-05
784,BME ENERGIA S/A,C,2010-08-29
785,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2016-04-16
786,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2016-04-16
787,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2016-04-16
788,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2016-04-16
789,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2016-04-16
790,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2016-04-16
791,Várzea do Juba Energética S.A.,B,2008-02-01
792,Várzea do Juba Energética S.A.,B,2008-02-01
793,Hidroelétrica Chupinguaia LTDA.,C,2008-10-01
794,Pampeana Energética S.A.,B,2009-02-25
795,Antônio Fornasa Administradora de Bens Ltda,C,2000-12-10
796,Canaã Geração de Energia S.A,B,2013-12-01
797,Canaã Geração de Energia S.A,B,2014-11-01
798,CANAÃ GERAÇÃO DE ENERGIA RENOVÁVEL S.A,B,2014-11-07
799,BAGUARI I GERAÇÃO DE ENERGIA ELÉTRICA S.A.,B,2009-01-01
800,CEMIG BAGUARI ENERGIA S.A,B,2009-01-01
801,Furnas-Centrais Elétricas S.A.,B,2009-01-01
802,Furnas-Centrais Elétricas S.A.,B,2012-11-24
803,Foz do Rio Claro Energia S.A.,C,2010-05-10
804,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2011-08-12
805,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2011-08-12
806,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2011-08-12
807,Companhia De Geração e Transmissão de Energia Elétrica do Sul do Brasil - ELETROBRAS CGT ELETROSUL,C,2011-08-12
808,RETIRO BAIXO ENERGÉTICA S.A.,B,2009-11-20
809,Furnas-Centrais Elétricas S.A.,B,2013-05-01
810,Furnas-Centrais Elétricas S.A.,B,2013-05-01
811,Furnas-Centrais Elétricas S.A.,B,2013-05-01
812,Furnas-Centrais Elétricas S.A.,B,2013-05-01
813,Furnas-Centrais Elétricas S.A.,B,2013-05-01
814,Furnas-Centrais Elétricas S.A.,B,2013-05-01
815,Furnas-Centrais Elétricas S.A.,B,2013-05-01
816,Furnas-Centrais Elétricas S.A.,B,2013-05-01
817,Furnas-Centrais Elétricas S.A.,B,2013-05-01
818,Ijuí Energia S.A.,B,2010-11-09
819,CERVEJARIA PETRÓPOLIS DO CENTRO OESTE LTDA,C,2010-07-10
820,ENERGÉTICA ÁGUAS DA PEDRA S.A.,C,2011-09-14
821,PORTO ENERGÉTICA LTDA,C,2014-10-31
822,Hidrelétrica Malagone S.A.,C,2009-09-30
823,Hidrelétrica Malagone S.A.,C,2009-09-30
824,Tamboril Energética S.A.,C,2014-12-01
825,SANTA LUZIA ENERGÉTICA S/A,B,2011-02-05
826,SANTA LUZIA ENERGÉTICA S/A,B,2011-03-05
827,SANTA LUZIA ENERGÉTICA S/A,B,2011-03-05
828,Carnaúba Geração de Energia S.A,B,2016-02-26
829,Pedra Furada Energia S.A.,B,2012-03-15
830,SANTA FÉ ENERGÉTICA LTDA,C,2016-07-30
831,Santo Antônio Energia S.A.,B,2015-05-27
832,CGH Sao Valentin Geradora de Energia LTDA,C,2012-11-07
833,COTESA Geradora de Energia  PCH Aguti Ltda.,C,2011-06-09
834,COTESA Geradora de Energia - PCH São Sebastião Ltda.,C,2012-03-06
835,MIRTILLO TROMBINI S/A PARTICIPAÇÕES,C,1910-01-01
836,SOTTA ENERGIA S/A,C,1910-01-01
837,TECFORM PARTICIPAÇÕES S/A,C,1910-01-01
838,PIRAPORA ENERGIA S.A,A,1956-01-01
839,Ana Lúcia Machado Sabino,C,2009-02-16
840,Berenice Ribeiro Machado,C,2009-02-16
841,Carolina Carvalho Zacharias,C,2009-02-16
842,Cláudio Ribeiro Machado,C,2009-02-16
843,Clóvis Sales de Oliveira,C,2009-02-16
844,Gumercindo Barroso Machado,C,2009-02-16
845,Marcos Ribeiro Machado,C,2009-02-16
846,Ricardo Xavier de Barros Correia,C,2009-02-16
847,Sérgio Ribeiro Machado,C,2009-02-16
848,Moinho S.A.,C,2011-10-28
849,GERAÇÃO HIDROELÉTRICA RIO GRANDE S.A.,B,2011-01-01
850,GERAÇÃO HIDROELÉTRICA RIO GRANDE S.A.,B,2011-03-15
851,GERAÇÃO HIDROELÉTRICA RIO GRANDE S.A.,B,2011-03-15
852,USINA RIO VERMELHO DE ENERGIA LTDA.,C,2007-11-01
853,Enel Green Power Fazenda S.A.,C,2016-06-21
854,ENERGIA SUSTENTÁVEL DO BRASIL S.A.,B,2012-11-30
855,BC SERVICE ENERGÉTICA S.A.,C,2010-02-27
856,HORST BREMER ENERGÉTICA LTDA,C,2010-07-21
857,Leão Branco Geração de Energia Ltda,C,2015-10-01
858,SANTA ANA ENERGÉTICA S.A.,C,2011-04-01
859,SANTA ANA ENERGÉTICA S.A.,C,2011-04-01
860,SANTA ANA ENERGÉTICA S.A.,C,2011-04-01
861,SANTA ANA ENERGÉTICA S.A.,C,2011-04-01
862,PEQUENA CENTRAL HIDROELÉTRICA RIO DO BRAÇO S.A,C,2011-01-01
863,FERLIG FERRO LIGA LTDA,C,2010-09-16
864,Casa de Pedra Energia S.A.,B,2012-06-15
865,Casa de Pedra Energia S.A.,B,2012-06-15
866,TAMBAÚ ENERGÉTICA S.A.,C,2012-08-15
867,INDAIÁ GRANDE ENERGIA S/A,B,2012-04-24
868,INDAIAZINHO ENERGIA S.A.,C,2012-05-31
869,Companhia Energética Rio das Flores S.A.,C,2012-03-01
870,Companhia Energética Bandeirante S.A,C,2012-05-01
871,Companhia Energética Rio das Flores S.A.,C,2011-06-01
872,HIDROELÉTRICA PARDOS S/A,C,2011-02-15
